# list of object assets to load in this scene
[ASSETS]
mario.txt
brick.txt
coin.txt
platform.txt
pipe.txt
point.txt
goalroulette.txt
hud.txt

#
[OBJECTS]
# type	x	y	extra_settings per object type
# type: 0 = Mario , 1 = Question Block, 2 = Goomba, 3 = Koopas
# See OBJECT_TYPE constants in AssetIDs.h

#GOAL ROULETTE
17	528	268	1
17	528	108	1
17	528	-52	1

17	448	268	1
17	448	108	1
17	448	-52	1

17	368	268	1
17	368	108	1
17	368	-52	1

17	288	268	1
17	288	108	1
17	288	-52	1

17	208	268	1
17	208	108	1
17	208	-52	1

17	128	268	1
17	128	108	1
17	128	-52	1

17	48	268	1
17	48	108	1
17	48	-52	1

17	-32	268	1
17	-32	108	1
17	-32	-52	1

# MARIO
0	120	120	3	1

#COIN
4	197	200	1
4	213	216	1
4	229	216	1
4	245	200	1
4	245	184	1
4	213	168	1
4	229	168	1
4	245	152	1
4	245	136	1
4	197	136	1
4	213	120	1
4	229	120	1

#BRICK PLATFORM 1
10	5	264	18002
10	21	264	18002
10	37	264	18002
10	53	264	18002
10	69	264	18002
10	85	264	18002
10	101	264	18002
10	117	264	18002
10	133	264	18002
10	149	264	18002
10	165	264	18002
10	181	264	18002
10	197	264	18002
10	213	264	18002
10	229	264	18002
10	245	264	18002
10	261	264	18002
10	277	264	18002
10	293	264	18002
10	309	264	18002
10	325	264	18002
10	341	264	18002
10	357	264	18002
10	373	264	18002
10	389	264	18002
10	405	264	18002
10	421	264	18002
10	437	264	18002
10	453	264	18002
10	469	264	18002
10	485	264	18002
10	501	264	18002
10	517	264	18002

#BRICK PLATFORM 2
10	5	248	18002
10	21	248	18002
10	37	248	18002
10	53	248	18002
10	69	248	18002
10	85	248	18002
10	101	248	18002
10	117	248	18002
10	133	248	18002
10	149	248	18002
10	165	248	18002
10	181	248	18002
10	197	248	18002
10	213	248	18002
10	229	248	18002
10	245	248	18002
10	261	248	18002
10	277	248	18002
10	293	248	18002
10	309	248	18002
10	325	248	18002
10	341	248	18002
10	357	248	18002
10	373	248	18002
10	389	248	18002
10	405	248	18002
10	421	248	18002
10	437	248	18002
10	453	248	18002
10	469	248	18002
10	485	248	18002
10	501	248	18002
10	517	248	18002

#BRICK LAYER 1
10	245	232	18002
10	261	232	18002
10	277	232	18002
10	293	232	18002
10	309	232	18002
10	325	232	18002
10	341	232	18002
10	357	232	18002
10	373	232	18002
10	389	232	18002
10	405	232	18002
10	421	232	18002
10	437	232	18002
10	453	232	18002
10	469	232	18002
10	485	232	18002
10	501	232	18002
10	517	232	18002

#BRICK LAYER 2
10	261	216	18002
10	277	216	18002
10	293	216	18002
10	309	216	18002
10	325	216	18002
10	341	216	18002
10	357	216	18002
10	373	216	18002
10	389	216	18002
10	405	216	18002
10	421	216	18002
10	437	216	18002
10	453	216	18002
10	469	216	18002
10	485	216	18002
10	501	216	18002
10	517	216	18002

#BRICK LAYER 3
10	277	200	18002
10	293	200	18002
10	309	200	18002
10	325	200	18002
10	341	200	18002
10	357	200	18002
10	373	200	18002
10	389	200	18002
10	405	200	18002
10	421	200	18002
10	437	200	18002
10	453	200	18002
10	469	200	18002
10	485	200	18002
10	501	200	18002
10	517	200	18002

#BRICK LAYER 4
10	293	184	18002
10	309	184	18002
10	325	184	18002
10	341	184	18002
10	357	184	18002
10	373	184	18002
10	389	184	18002
10	405	184	18002
10	421	184	18002
10	437	184	18002
10	453	184	18002
10	469	184	18002
10	485	184	18002
10	501	184	18002
10	517	184	18002

#BRICK LAYER 5
10	309	168	18002
10	325	168	18002
10	341	168	18002
10	357	168	18002
10	373	168	18002
10	389	168	18002
10	405	168	18002
10	421	168	18002
10	437	168	18002
10	453	168	18002
10	469	168	18002
10	485	168	18002
10	501	168	18002
10	517	168	18002

#BRICK LAYER 6
10	325	152	18002
10	341	152	18002
10	357	152	18002
10	373	152	18002
10	389	152	18002
10	405	152	18002
10	421	152	18002
10	437	152	18002
10	453	152	18002
10	469	152	18002
10	485	152	18002
10	501	152	18002
10	517	152	18002

#BRICK LAYER 7
10	373	136	18002
10	389	136	18002
10	405	136	18002
10	421	136	18002
10	437	136	18002
10	453	136	18002
10	469	136	18002
10	485	136	18002
10	501	136	18002
10	517	136	18002

#BRICK LAYER 8
10	373	120	18002
10	389	120	18002
10	405	120	18002
10	421	120	18002
10	437	120	18002
10	453	120	18002
10	469	120	18002
10	485	120	18002
10	501	120	18002
10	517	120	18002

#BRICK LAYER 9
10	373	104	18002
10	389	104	18002
10	405	104	18002
10	421	104	18002
10	437	104	18002
10	453	104	18002
10	469	104	18002
10	485	104	18002
10	501	104	18002
10	517	104	18002

#BRICK
10	5	232	18002
10	21	232	18002
10	37	232	18002
10	53	232	18002
10	69	232	18002
10	85	232	18002
10	101	232	18002

10	5	216	18002
10	21	216	18002
10	37	216	18002
10	53	216	18002
10	69	216	18002
10	85	216	18002
10	101	216	18002

10	5	200	18002
10	21	200	18002
10	37	200	18002
10	53	200	18002
10	69	200	18002
10	85	200	18002
10	101	200	18002

10	5	184	18002
10	21	184	18002
10	37	184	18002
